,Rt_high_95,Rt_low_95,Rt_most_likely,Rt_most_likely_growth,Rt_most_likely_mavg,Rt_most_likely_mavg_100k,last_updated,state_num_id,data_last_refreshed
3549,1.1,0.93,1.02,estabilizando,1.0,1.0,2020-08-26,41,2020-09-16 18:31:26
3550,1.08,0.91,1.0,estabilizando,1.0,1.0,2020-08-27,41,2020-09-16 18:31:26
3551,1.07,0.9,0.99,estabilizando,1.0,1.0,2020-08-28,41,2020-09-16 18:31:26
3552,1.07,0.9,0.99,estabilizando,1.0,1.0,2020-08-29,41,2020-09-16 18:31:26
3553,1.07,0.9,0.99,estabilizando,1.0,1.0,2020-08-30,41,2020-09-16 18:31:26
3554,1.09,0.92,1.01,estabilizando,1.0,1.0,2020-08-31,41,2020-09-16 18:31:26
3555,1.1,0.92,1.03,estabilizando,1.0,1.0,2020-09-01,41,2020-09-16 18:31:26
3556,1.12,0.94,1.04,estabilizando,1.0,1.0,2020-09-02,41,2020-09-16 18:31:26
3557,1.14,0.97,1.06,estabilizando,1.0,1.0,2020-09-03,41,2020-09-16 18:31:26
3558,1.14,0.97,1.06,estabilizando,1.0,1.0,2020-09-04,41,2020-09-16 18:31:26
3559,1.14,0.97,1.06,estabilizando,1.0,1.0,2020-09-05,41,2020-09-16 18:31:26
3560,7.84,0.67,3.0,estabilizando,,,2020-03-18,42,2020-09-16 18:31:26
3561,6.03,0.68,2.69,estabilizando,,,2020-03-19,42,2020-09-16 18:31:26
3562,5.94,0.88,2.93,estabilizando,,,2020-03-20,42,2020-09-16 18:31:26
3563,5.32,0.88,2.81,estabilizando,,,2020-03-21,42,2020-09-16 18:31:26
3564,5.05,0.97,2.84,estabilizando,,,2020-03-22,42,2020-09-16 18:31:26
3565,4.76,1.05,2.8000000000000003,estabilizando,,,2020-03-23,42,2020-09-16 18:31:26
3566,4.48,1.11,2.72,estabilizando,2.8,2.8,2020-03-24,42,2020-09-16 18:31:26
3567,4.18,1.1,2.62,estabilizando,2.8,2.8,2020-03-25,42,2020-09-16 18:31:26
3568,3.89,1.09,2.46,estabilizando,2.7,2.7,2020-03-26,42,2020-09-16 18:31:26
3569,3.62,1.03,2.33,estabilizando,2.7,2.7,2020-03-27,42,2020-09-16 18:31:26
3570,3.36,0.96,2.17,estabilizando,2.6,2.6,2020-03-28,42,2020-09-16 18:31:26
3571,3.17,0.92,2.05,estabilizando,2.4,2.4,2020-03-29,42,2020-09-16 18:31:26
3572,3.01,0.88,1.96,estabilizando,2.3,2.3,2020-03-30,42,2020-09-16 18:31:26
3573,2.94,0.91,1.91,estabilizando,2.2,2.2,2020-03-31,42,2020-09-16 18:31:26
3574,2.84,0.89,1.88,estabilizando,2.1,2.1,2020-04-01,42,2020-09-16 18:31:26
3575,2.76,0.89,1.84,estabilizando,2.0,2.0,2020-04-02,42,2020-09-16 18:31:26
3576,2.69,0.89,1.81,estabilizando,1.9,1.9,2020-04-03,42,2020-09-16 18:31:26
3577,2.67,0.93,1.83,estabilizando,1.9,1.9,2020-04-04,42,2020-09-16 18:31:26
3578,2.64,0.97,1.81,estabilizando,1.9,1.9,2020-04-05,42,2020-09-16 18:31:26
3579,2.64,1.03,1.84,estabilizando,1.8,1.8,2020-04-06,42,2020-09-16 18:31:26
3580,2.65,1.1,1.89,estabilizando,1.8,1.8,2020-04-07,42,2020-09-16 18:31:26
3581,2.63,1.14,1.92,estabilizando,1.8,1.8,2020-04-08,42,2020-09-16 18:31:26
3582,2.61,1.19,1.94,estabilizando,1.9,1.9,2020-04-09,42,2020-09-16 18:31:26
3583,2.54,1.19,1.91,estabilizando,1.9,1.9,2020-04-10,42,2020-09-16 18:31:26
3584,2.48,1.2,1.87,estabilizando,1.9,1.9,2020-04-11,42,2020-09-16 18:31:26
3585,2.39,1.17,1.8,estabilizando,1.9,1.9,2020-04-12,42,2020-09-16 18:31:26
3586,2.27,1.1,1.71,estabilizando,1.9,1.9,2020-04-13,42,2020-09-16 18:31:26
3587,2.16,1.03,1.63,estabilizando,1.8,1.8,2020-04-14,42,2020-09-16 18:31:26
3588,2.06,0.97,1.55,estabilizando,1.8,1.8,2020-04-15,42,2020-09-16 18:31:26
3589,1.97,0.91,1.48,estabilizando,1.7,1.7,2020-04-16,42,2020-09-16 18:31:26
3590,1.91,0.88,1.42,estabilizando,1.6,1.6,2020-04-17,42,2020-09-16 18:31:26
3591,1.85,0.84,1.38,estabilizando,1.6,1.6,2020-04-18,42,2020-09-16 18:31:26
3592,1.83,0.84,1.35,estabilizando,1.5,1.5,2020-04-19,42,2020-09-16 18:31:26
3593,1.82,0.85,1.34,estabilizando,1.5,1.5,2020-04-20,42,2020-09-16 18:31:26
3594,1.79,0.8300000000000001,1.33,estabilizando,1.4,1.4,2020-04-21,42,2020-09-16 18:31:26
3595,1.78,0.84,1.32,estabilizando,1.4,1.4,2020-04-22,42,2020-09-16 18:31:26
3596,1.76,0.8300000000000001,1.32,estabilizando,1.4,1.4,2020-04-23,42,2020-09-16 18:31:26
3597,1.76,0.84,1.33,estabilizando,1.3,1.3,2020-04-24,42,2020-09-16 18:31:26
3598,1.81,0.91,1.37,estabilizando,1.3,1.3,2020-04-25,42,2020-09-16 18:31:26
3599,1.86,0.97,1.45,estabilizando,1.4,1.4,2020-04-26,42,2020-09-16 18:31:26
3600,1.96,1.09,1.55,estabilizando,1.4,1.4,2020-04-27,42,2020-09-16 18:31:26
3601,2.04,1.2,1.65,estabilizando,1.4,1.4,2020-04-28,42,2020-09-16 18:31:26
3602,2.08,1.27,1.71,estabilizando,1.5,1.5,2020-04-29,42,2020-09-16 18:31:26
3603,2.1,1.33,1.72,estabilizando,1.5,1.5,2020-04-30,42,2020-09-16 18:31:26
3604,2.06,1.32,1.71,estabilizando,1.6,1.6,2020-05-01,42,2020-09-16 18:31:26
3605,2.01,1.3,1.66,estabilizando,1.6,1.6,2020-05-02,42,2020-09-16 18:31:26
3606,1.93,1.24,1.61,estabilizando,1.7,1.7,2020-05-03,42,2020-09-16 18:31:26
3607,1.85,1.18,1.54,estabilizando,1.7,1.7,2020-05-04,42,2020-09-16 18:31:26
3608,1.79,1.14,1.49,estabilizando,1.6,1.6,2020-05-05,42,2020-09-16 18:31:26
3609,1.75,1.12,1.45,estabilizando,1.6,1.6,2020-05-06,42,2020-09-16 18:31:26
3610,1.71,1.09,1.42,estabilizando,1.6,1.6,2020-05-07,42,2020-09-16 18:31:26
3611,1.69,1.09,1.41,estabilizando,1.5,1.5,2020-05-08,42,2020-09-16 18:31:26
3612,1.67,1.08,1.4,estabilizando,1.5,1.5,2020-05-09,42,2020-09-16 18:31:26
3613,1.64,1.06,1.38,estabilizando,1.4,1.4,2020-05-10,42,2020-09-16 18:31:26
3614,1.64,1.08,1.37,estabilizando,1.4,1.4,2020-05-11,42,2020-09-16 18:31:26
3615,1.62,1.07,1.36,estabilizando,1.4,1.4,2020-05-12,42,2020-09-16 18:31:26
3616,1.62,1.08,1.37,estabilizando,1.4,1.4,2020-05-13,42,2020-09-16 18:31:26
3617,1.63,1.1,1.38,estabilizando,1.4,1.4,2020-05-14,42,2020-09-16 18:31:26
3618,1.63,1.11,1.39,estabilizando,1.4,1.4,2020-05-15,42,2020-09-16 18:31:26
3619,1.64,1.13,1.4,estabilizando,1.4,1.4,2020-05-16,42,2020-09-16 18:31:26
3620,1.64,1.14,1.41,estabilizando,1.4,1.4,2020-05-17,42,2020-09-16 18:31:26
3621,1.63,1.14,1.4,estabilizando,1.4,1.4,2020-05-18,42,2020-09-16 18:31:26
3622,1.61,1.13,1.4,estabilizando,1.4,1.4,2020-05-19,42,2020-09-16 18:31:26
3623,1.6,1.13,1.39,estabilizando,1.4,1.4,2020-05-20,42,2020-09-16 18:31:26
3624,1.59,1.13,1.39,estabilizando,1.4,1.4,2020-05-21,42,2020-09-16 18:31:26
3625,1.58,1.13,1.38,estabilizando,1.4,1.4,2020-05-22,42,2020-09-16 18:31:26
3626,1.57,1.13,1.37,estabilizando,1.4,1.4,2020-05-23,42,2020-09-16 18:31:26
3627,1.55,1.12,1.36,estabilizando,1.4,1.4,2020-05-24,42,2020-09-16 18:31:26
3628,1.55,1.13,1.35,estabilizando,1.4,1.4,2020-05-25,42,2020-09-16 18:31:26
3629,1.54,1.13,1.34,estabilizando,1.4,1.4,2020-05-26,42,2020-09-16 18:31:26
3630,1.52,1.11,1.34,estabilizando,1.4,1.4,2020-05-27,42,2020-09-16 18:31:26
3631,1.52,1.12,1.34,estabilizando,1.4,1.4,2020-05-28,42,2020-09-16 18:31:26
3632,1.53,1.14,1.35,estabilizando,1.4,1.4,2020-05-29,42,2020-09-16 18:31:26
3633,1.53,1.15,1.35,estabilizando,1.3,1.3,2020-05-30,42,2020-09-16 18:31:26
3634,1.52,1.14,1.35,estabilizando,1.3,1.3,2020-05-31,42,2020-09-16 18:31:26
3635,1.51,1.14,1.35,estabilizando,1.3,1.3,2020-06-01,42,2020-09-16 18:31:26
3636,1.51,1.15,1.34,estabilizando,1.3,1.3,2020-06-02,42,2020-09-16 18:31:26
3637,1.48,1.12,1.32,estabilizando,1.3,1.3,2020-06-03,42,2020-09-16 18:31:26
3638,1.46,1.11,1.3,estabilizando,1.3,1.3,2020-06-04,42,2020-09-16 18:31:26
3639,1.43,1.08,1.28,estabilizando,1.3,1.3,2020-06-05,42,2020-09-16 18:31:26
3640,1.42,1.08,1.26,estabilizando,1.3,1.3,2020-06-06,42,2020-09-16 18:31:26
3641,1.4,1.06,1.25,estabilizando,1.3,1.3,2020-06-07,42,2020-09-16 18:31:26
3642,1.4,1.07,1.24,estabilizando,1.3,1.3,2020-06-08,42,2020-09-16 18:31:26
3643,1.39,1.06,1.24,estabilizando,1.3,1.3,2020-06-09,42,2020-09-16 18:31:26
3644,1.37,1.04,1.23,estabilizando,1.3,1.3,2020-06-10,42,2020-09-16 18:31:26
3645,1.36,1.04,1.21,estabilizando,1.2,1.2,2020-06-11,42,2020-09-16 18:31:26
3646,1.34,1.02,1.19,estabilizando,1.2,1.2,2020-06-12,42,2020-09-16 18:31:26
3647,1.32,1.0,1.18,estabilizando,1.2,1.2,2020-06-13,42,2020-09-16 18:31:26
3648,1.31,0.99,1.17,estabilizando,1.2,1.2,2020-06-14,42,2020-09-16 18:31:26
3649,1.32,1.01,1.17,estabilizando,1.2,1.2,2020-06-15,42,2020-09-16 18:31:26
3650,1.32,1.01,1.18,estabilizando,1.2,1.2,2020-06-16,42,2020-09-16 18:31:26
3651,1.34,1.03,1.2,estabilizando,1.2,1.2,2020-06-17,42,2020-09-16 18:31:26
3652,1.36,1.05,1.23,estabilizando,1.2,1.2,2020-06-18,42,2020-09-16 18:31:26
3653,1.39,1.09,1.25,estabilizando,1.2,1.2,2020-06-19,42,2020-09-16 18:31:26
3654,1.42,1.12,1.28,estabilizando,1.2,1.2,2020-06-20,42,2020-09-16 18:31:26
3655,1.45,1.16,1.31,estabilizando,1.2,1.2,2020-06-21,42,2020-09-16 18:31:26
3656,1.47,1.18,1.34,estabilizando,1.3,1.3,2020-06-22,42,2020-09-16 18:31:26
3657,1.5,1.22,1.37,estabilizando,1.3,1.3,2020-06-23,42,2020-09-16 18:31:26
3658,1.52,1.24,1.39,estabilizando,1.3,1.3,2020-06-24,42,2020-09-16 18:31:26
3659,1.53,1.26,1.41,estabilizando,1.3,1.3,2020-06-25,42,2020-09-16 18:31:26
3660,1.53,1.26,1.41,estabilizando,1.4,1.4,2020-06-26,42,2020-09-16 18:31:26
3661,1.52,1.26,1.4,estabilizando,1.4,1.4,2020-06-27,42,2020-09-16 18:31:26
3662,1.5,1.24,1.39,estabilizando,1.4,1.4,2020-06-28,42,2020-09-16 18:31:26
3663,1.48,1.23,1.37,estabilizando,1.4,1.4,2020-06-29,42,2020-09-16 18:31:26
3664,1.46,1.21,1.35,estabilizando,1.4,1.4,2020-06-30,42,2020-09-16 18:31:26
3665,1.45,1.21,1.34,estabilizando,1.4,1.4,2020-07-01,42,2020-09-16 18:31:26
3666,1.44,1.2,1.33,estabilizando,1.4,1.4,2020-07-02,42,2020-09-16 18:31:26
3667,1.44,1.2,1.33,estabilizando,1.4,1.4,2020-07-03,42,2020-09-16 18:31:26
3668,1.45,1.22,1.34,estabilizando,1.4,1.4,2020-07-04,42,2020-09-16 18:31:26
3669,1.45,1.22,1.35,estabilizando,1.3,1.3,2020-07-05,42,2020-09-16 18:31:26
3670,1.45,1.22,1.35,estabilizando,1.3,1.3,2020-07-06,42,2020-09-16 18:31:26
3671,1.45,1.23,1.35,estabilizando,1.3,1.3,2020-07-07,42,2020-09-16 18:31:26
3672,1.44,1.22,1.34,estabilizando,1.3,1.3,2020-07-08,42,2020-09-16 18:31:26
3673,1.43,1.21,1.33,estabilizando,1.3,1.3,2020-07-09,42,2020-09-16 18:31:26
3674,1.42,1.21,1.32,estabilizando,1.3,1.3,2020-07-10,42,2020-09-16 18:31:26
3675,1.4,1.19,1.31,estabilizando,1.3,1.3,2020-07-11,42,2020-09-16 18:31:26
3676,1.39,1.18,1.3,estabilizando,1.3,1.3,2020-07-12,42,2020-09-16 18:31:26
3677,1.39,1.19,1.29,estabilizando,1.3,1.3,2020-07-13,42,2020-09-16 18:31:26
3678,1.38,1.18,1.29,estabilizando,1.3,1.3,2020-07-14,42,2020-09-16 18:31:26
3679,1.37,1.17,1.28,estabilizando,1.3,1.3,2020-07-15,42,2020-09-16 18:31:26
3680,1.35,1.15,1.27,estabilizando,1.3,1.3,2020-07-16,42,2020-09-16 18:31:26
3681,1.34,1.14,1.25,estabilizando,1.3,1.3,2020-07-17,42,2020-09-16 18:31:26
3682,1.32,1.13,1.23,estabilizando,1.3,1.3,2020-07-18,42,2020-09-16 18:31:26
3683,1.3,1.11,1.21,estabilizando,1.3,1.3,2020-07-19,42,2020-09-16 18:31:26
3684,1.29,1.1,1.21,estabilizando,1.2,1.2,2020-07-20,42,2020-09-16 18:31:26
3685,1.29,1.1,1.21,estabilizando,1.2,1.2,2020-07-21,42,2020-09-16 18:31:26
3686,1.3,1.11,1.22,estabilizando,1.2,1.2,2020-07-22,42,2020-09-16 18:31:26
3687,1.32,1.13,1.24,estabilizando,1.2,1.2,2020-07-23,42,2020-09-16 18:31:26
3688,1.34,1.15,1.26,estabilizando,1.2,1.2,2020-07-24,42,2020-09-16 18:31:26
3689,1.36,1.18,1.27,estabilizando,1.2,1.2,2020-07-25,42,2020-09-16 18:31:26
3690,1.37,1.19,1.28,estabilizando,1.2,1.2,2020-07-26,42,2020-09-16 18:31:26
3691,1.37,1.19,1.29,estabilizando,1.3,1.3,2020-07-27,42,2020-09-16 18:31:26
3692,1.37,1.19,1.29,estabilizando,1.3,1.3,2020-07-28,42,2020-09-16 18:31:26
3693,1.36,1.18,1.29,estabilizando,1.3,1.3,2020-07-29,42,2020-09-16 18:31:26
3694,1.36,1.19,1.28,estabilizando,1.3,1.3,2020-07-30,42,2020-09-16 18:31:26
3695,1.35,1.18,1.27,estabilizando,1.3,1.3,2020-07-31,42,2020-09-16 18:31:26
3696,1.33,1.16,1.26,estabilizando,1.3,1.3,2020-08-01,42,2020-09-16 18:31:26
3697,1.32,1.15,1.25,estabilizando,1.3,1.3,2020-08-02,42,2020-09-16 18:31:26
3698,1.3,1.13,1.23,estabilizando,1.3,1.3,2020-08-03,42,2020-09-16 18:31:26
3699,1.29,1.12,1.22,estabilizando,1.3,1.3,2020-08-04,42,2020-09-16 18:31:26
3700,1.27,1.1,1.2,estabilizando,1.2,1.2,2020-08-05,42,2020-09-16 18:31:26
3701,1.26,1.1,1.19,estabilizando,1.2,1.2,2020-08-06,42,2020-09-16 18:31:26
3702,1.25,1.09,1.17,estabilizando,1.2,1.2,2020-08-07,42,2020-09-16 18:31:26
3703,1.23,1.07,1.16,estabilizando,1.2,1.2,2020-08-08,42,2020-09-16 18:31:26
3704,1.21,1.05,1.14,estabilizando,1.2,1.2,2020-08-09,42,2020-09-16 18:31:26
3705,1.19,1.03,1.12,estabilizando,1.2,1.2,2020-08-10,42,2020-09-16 18:31:26
3706,1.17,1.01,1.1,estabilizando,1.2,1.2,2020-08-11,42,2020-09-16 18:31:26
3707,1.15,0.99,1.08,estabilizando,1.1,1.1,2020-08-12,42,2020-09-16 18:31:26
3708,1.14,0.98,1.07,estabilizando,1.1,1.1,2020-08-13,42,2020-09-16 18:31:26
3709,1.12,0.96,1.05,estabilizando,1.1,1.1,2020-08-14,42,2020-09-16 18:31:26
3710,1.1,0.94,1.03,estabilizando,1.1,1.1,2020-08-15,42,2020-09-16 18:31:26
3711,1.09,0.93,1.02,estabilizando,1.1,1.1,2020-08-16,42,2020-09-16 18:31:26
3712,1.08,0.92,1.01,estabilizando,1.1,1.1,2020-08-17,42,2020-09-16 18:31:26
3713,1.07,0.91,1.0,estabilizando,1.0,1.0,2020-08-18,42,2020-09-16 18:31:26
3714,1.06,0.9,0.98,estabilizando,1.0,1.0,2020-08-19,42,2020-09-16 18:31:26
3715,1.04,0.87,0.97,estabilizando,1.0,1.0,2020-08-20,42,2020-09-16 18:31:26
3716,1.02,0.85,0.95,estabilizando,1.0,1.0,2020-08-21,42,2020-09-16 18:31:26
3717,1.01,0.84,0.94,estabilizando,1.0,1.0,2020-08-22,42,2020-09-16 18:31:26
3718,1.0,0.8300000000000001,0.93,estabilizando,1.0,1.0,2020-08-23,42,2020-09-16 18:31:26
3719,0.99,0.8200000000000001,0.92,estabilizando,1.0,1.0,2020-08-24,42,2020-09-16 18:31:26
3720,0.99,0.8200000000000001,0.92,estabilizando,0.9,0.9,2020-08-25,42,2020-09-16 18:31:26
3721,1.0,0.8300000000000001,0.92,estabilizando,0.9,0.9,2020-08-26,42,2020-09-16 18:31:26
3722,1.01,0.84,0.94,estabilizando,0.9,0.9,2020-08-27,42,2020-09-16 18:31:26
3723,1.1,0.93,1.03,estabilizando,0.9,0.9,2020-08-28,42,2020-09-16 18:31:26
3724,1.25,1.08,1.17,estabilizando,1.0,1.0,2020-08-29,42,2020-09-16 18:31:26
3725,1.43,1.26,1.36,estabilizando,1.0,1.0,2020-08-30,42,2020-09-16 18:31:26
3726,1.6,1.43,1.53,estabilizando,1.1,1.1,2020-08-31,42,2020-09-16 18:31:26
3727,1.7,1.54,1.63,estabilizando,1.2,1.2,2020-09-01,42,2020-09-16 18:31:26
3728,1.72,1.57,1.65,estabilizando,1.3,1.3,2020-09-02,42,2020-09-16 18:31:26
3729,1.68,1.53,1.61,estabilizando,1.4,1.4,2020-09-03,42,2020-09-16 18:31:26
3730,1.6,1.46,1.53,crescendo,1.5,1.5,2020-09-04,42,2020-09-16 18:31:26
3731,1.52,1.38,1.46,estabilizando,1.5,1.5,2020-09-05,42,2020-09-16 18:31:26
3732,7.84,0.67,3.0,estabilizando,,,2020-03-16,43,2020-09-16 18:31:26
3733,6.65,0.66,2.82,estabilizando,,,2020-03-17,43,2020-09-16 18:31:26
3734,6.47,0.77,2.96,estabilizando,,,2020-03-18,43,2020-09-16 18:31:26
3735,6.09,0.8300000000000001,3.0,estabilizando,,,2020-03-19,43,2020-09-16 18:31:26
3736,6.0,1.03,3.2,estabilizando,,,2020-03-20,43,2020-09-16 18:31:26
3737,5.63,1.11,3.22,estabilizando,,,2020-03-21,43,2020-09-16 18:31:26
3738,5.4,1.28,3.29,estabilizando,3.1,3.1,2020-03-22,43,2020-09-16 18:31:26
3739,4.93,1.29,3.09,estabilizando,3.1,3.1,2020-03-23,43,2020-09-16 18:31:26
3740,4.66,1.38,3.01,estabilizando,3.1,3.1,2020-03-24,43,2020-09-16 18:31:26
3741,4.2700000000000005,1.32,2.81,estabilizando,3.1,3.1,2020-03-25,43,2020-09-16 18:31:26
3742,3.97,1.29,2.65,estabilizando,3.0,3.0,2020-03-26,43,2020-09-16 18:31:26
3743,3.68,1.23,2.47,estabilizando,2.9,2.9,2020-03-27,43,2020-09-16 18:31:26
3744,3.45,1.18,2.32,estabilizando,2.8,2.8,2020-03-28,43,2020-09-16 18:31:26
3745,3.2,1.08,2.17,estabilizando,2.6,2.6,2020-03-29,43,2020-09-16 18:31:26
3746,3.06,1.06,2.09,estabilizando,2.5,2.5,2020-03-30,43,2020-09-16 18:31:26
3747,2.97,1.07,2.05,estabilizando,2.4,2.4,2020-03-31,43,2020-09-16 18:31:26
3748,2.87,1.07,1.98,estabilizando,2.2,2.2,2020-04-01,43,2020-09-16 18:31:26
3749,2.79,1.07,1.94,estabilizando,2.1,2.1,2020-04-02,43,2020-09-16 18:31:26
3750,2.7,1.06,1.89,estabilizando,2.1,2.1,2020-04-03,43,2020-09-16 18:31:26
3751,2.61,1.03,1.86,estabilizando,2.0,2.0,2020-04-04,43,2020-09-16 18:31:26
3752,2.57,1.06,1.83,estabilizando,1.9,1.9,2020-04-05,43,2020-09-16 18:31:26
3753,2.51,1.06,1.8,estabilizando,1.9,1.9,2020-04-06,43,2020-09-16 18:31:26
3754,2.4,1.0,1.74,estabilizando,1.9,1.9,2020-04-07,43,2020-09-16 18:31:26
3755,2.34,0.99,1.71,estabilizando,1.8,1.8,2020-04-08,43,2020-09-16 18:31:26
3756,2.27,0.97,1.65,estabilizando,1.8,1.8,2020-04-09,43,2020-09-16 18:31:26
3757,2.18,0.92,1.58,estabilizando,1.7,1.7,2020-04-10,43,2020-09-16 18:31:26
3758,2.12,0.9,1.53,estabilizando,1.7,1.7,2020-04-11,43,2020-09-16 18:31:26
3759,2.05,0.86,1.48,estabilizando,1.6,1.6,2020-04-12,43,2020-09-16 18:31:26
3760,2.01,0.85,1.44,estabilizando,1.6,1.6,2020-04-13,43,2020-09-16 18:31:26
3761,1.96,0.8200000000000001,1.41,estabilizando,1.5,1.5,2020-04-14,43,2020-09-16 18:31:26
3762,1.92,0.8,1.39,estabilizando,1.5,1.5,2020-04-15,43,2020-09-16 18:31:26
3763,1.92,0.8200000000000001,1.38,estabilizando,1.5,1.5,2020-04-16,43,2020-09-16 18:31:26
3764,1.89,0.8,1.38,estabilizando,1.4,1.4,2020-04-17,43,2020-09-16 18:31:26
3765,1.89,0.8200000000000001,1.38,estabilizando,1.4,1.4,2020-04-18,43,2020-09-16 18:31:26
3766,1.88,0.8300000000000001,1.37,estabilizando,1.4,1.4,2020-04-19,43,2020-09-16 18:31:26
3767,1.86,0.8200000000000001,1.37,estabilizando,1.4,1.4,2020-04-20,43,2020-09-16 18:31:26
3768,1.85,0.8300000000000001,1.37,estabilizando,1.4,1.4,2020-04-21,43,2020-09-16 18:31:26
3769,1.86,0.86,1.37,estabilizando,1.4,1.4,2020-04-22,43,2020-09-16 18:31:26
3770,1.85,0.86,1.38,estabilizando,1.4,1.4,2020-04-23,43,2020-09-16 18:31:26
3771,1.86,0.89,1.39,estabilizando,1.4,1.4,2020-04-24,43,2020-09-16 18:31:26
3772,1.88,0.93,1.42,estabilizando,1.4,1.4,2020-04-25,43,2020-09-16 18:31:26
3773,1.87,0.93,1.43,estabilizando,1.4,1.4,2020-04-26,43,2020-09-16 18:31:26
3774,1.88,0.96,1.45,estabilizando,1.4,1.4,2020-04-27,43,2020-09-16 18:31:26
3775,1.88,0.98,1.46,estabilizando,1.4,1.4,2020-04-28,43,2020-09-16 18:31:26
3776,1.88,1.0,1.47,estabilizando,1.4,1.4,2020-04-29,43,2020-09-16 18:31:26
3777,1.88,1.03,1.47,estabilizando,1.4,1.4,2020-04-30,43,2020-09-16 18:31:26
3778,1.86,1.03,1.46,estabilizando,1.5,1.5,2020-05-01,43,2020-09-16 18:31:26
3779,1.85,1.04,1.45,estabilizando,1.5,1.5,2020-05-02,43,2020-09-16 18:31:26
3780,1.82,1.02,1.45,estabilizando,1.5,1.5,2020-05-03,43,2020-09-16 18:31:26
3781,1.81,1.03,1.45,estabilizando,1.5,1.5,2020-05-04,43,2020-09-16 18:31:26
3782,1.81,1.05,1.46,estabilizando,1.5,1.5,2020-05-05,43,2020-09-16 18:31:26
3783,1.82,1.08,1.48,estabilizando,1.5,1.5,2020-05-06,43,2020-09-16 18:31:26
3784,1.82,1.1,1.49,estabilizando,1.5,1.5,2020-05-07,43,2020-09-16 18:31:26
3785,1.83,1.13,1.5,estabilizando,1.5,1.5,2020-05-08,43,2020-09-16 18:31:26
3786,1.82,1.14,1.5,estabilizando,1.5,1.5,2020-05-09,43,2020-09-16 18:31:26
3787,1.81,1.15,1.49,estabilizando,1.5,1.5,2020-05-10,43,2020-09-16 18:31:26
3788,1.77,1.12,1.48,estabilizando,1.5,1.5,2020-05-11,43,2020-09-16 18:31:26
3789,1.75,1.12,1.46,estabilizando,1.5,1.5,2020-05-12,43,2020-09-16 18:31:26
3790,1.75,1.14,1.45,estabilizando,1.5,1.5,2020-05-13,43,2020-09-16 18:31:26
3791,1.73,1.13,1.45,estabilizando,1.5,1.5,2020-05-14,43,2020-09-16 18:31:26
3792,1.72,1.14,1.44,estabilizando,1.5,1.5,2020-05-15,43,2020-09-16 18:31:26
3793,1.69,1.12,1.42,estabilizando,1.5,1.5,2020-05-16,43,2020-09-16 18:31:26
3794,1.68,1.12,1.42,estabilizando,1.4,1.4,2020-05-17,43,2020-09-16 18:31:26
3795,1.71,1.17,1.44,estabilizando,1.4,1.4,2020-05-18,43,2020-09-16 18:31:26
3796,1.73,1.2,1.48,estabilizando,1.4,1.4,2020-05-19,43,2020-09-16 18:31:26
3797,1.79,1.28,1.54,estabilizando,1.5,1.5,2020-05-20,43,2020-09-16 18:31:26
3798,1.82,1.32,1.59,estabilizando,1.5,1.5,2020-05-21,43,2020-09-16 18:31:26
3799,1.85,1.37,1.62,estabilizando,1.5,1.5,2020-05-22,43,2020-09-16 18:31:26
3800,1.85,1.39,1.63,estabilizando,1.5,1.5,2020-05-23,43,2020-09-16 18:31:26
3801,1.81,1.36,1.6,estabilizando,1.6,1.6,2020-05-24,43,2020-09-16 18:31:26
3802,1.77,1.34,1.57,estabilizando,1.6,1.6,2020-05-25,43,2020-09-16 18:31:26
3803,1.73,1.31,1.54,estabilizando,1.6,1.6,2020-05-26,43,2020-09-16 18:31:26
3804,1.69,1.28,1.5,estabilizando,1.6,1.6,2020-05-27,43,2020-09-16 18:31:26
3805,1.65,1.25,1.48,estabilizando,1.6,1.6,2020-05-28,43,2020-09-16 18:31:26
3806,1.63,1.24,1.46,estabilizando,1.5,1.5,2020-05-29,43,2020-09-16 18:31:26
3807,1.61,1.23,1.44,estabilizando,1.5,1.5,2020-05-30,43,2020-09-16 18:31:26
3808,1.6,1.23,1.43,estabilizando,1.5,1.5,2020-05-31,43,2020-09-16 18:31:26
3809,1.58,1.22,1.42,estabilizando,1.5,1.5,2020-06-01,43,2020-09-16 18:31:26
3810,1.56,1.21,1.39,estabilizando,1.4,1.4,2020-06-02,43,2020-09-16 18:31:26
3811,1.53,1.18,1.37,estabilizando,1.4,1.4,2020-06-03,43,2020-09-16 18:31:26
3812,1.5,1.16,1.35,estabilizando,1.4,1.4,2020-06-04,43,2020-09-16 18:31:26
3813,1.48,1.15,1.32,estabilizando,1.4,1.4,2020-06-05,43,2020-09-16 18:31:26
3814,1.45,1.12,1.3,estabilizando,1.4,1.4,2020-06-06,43,2020-09-16 18:31:26
3815,1.44,1.12,1.29,estabilizando,1.3,1.3,2020-06-07,43,2020-09-16 18:31:26
3816,1.43,1.11,1.28,estabilizando,1.3,1.3,2020-06-08,43,2020-09-16 18:31:26
3817,1.42,1.1,1.28,estabilizando,1.3,1.3,2020-06-09,43,2020-09-16 18:31:26
3818,1.41,1.1,1.27,estabilizando,1.3,1.3,2020-06-10,43,2020-09-16 18:31:26
3819,1.39,1.08,1.25,estabilizando,1.3,1.3,2020-06-11,43,2020-09-16 18:31:26
3820,1.37,1.06,1.24,estabilizando,1.3,1.3,2020-06-12,43,2020-09-16 18:31:26
